name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Age,Price_category,,,,,,
Maruti Ertiga SHVS ZDI Plus,2016,"₹ 7,60,000",49000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Verna 1.6 VTVT SX,2015,"₹ 7,60,000",55340,Petrol,Trustmark Dealer,Manual,First Owner,11,Mid Range,,,,,,
Toyota Innova 2.5 G4 Diesel 7-seater,2009,"₹ 7,60,000",190000,Diesel,Individual,Manual,Second Owner,17,Mid Range,,,,,,
Maruti Ertiga VDI,2015,"₹ 7,63,000",64441,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Hyundai Verna 1.6 CRDi SX,2015,"₹ 7,65,000",80000,Diesel,Individual,Manual,Second Owner,11,Mid Range,,,,,,
Maruti Baleno Alpha 1.3,2016,"₹ 7,70,000",64672,Diesel,Trustmark Dealer,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Verna 1.6 VTVT AT S Option,2016,"₹ 7,70,000",10000,Petrol,Individual,Automatic,First Owner,10,Mid Range,,,,,,
Ford Figo 1.5P Titanium AT,2017,"₹ 7,74,000",1758,Petrol,Dealer,Automatic,First Owner,9,Mid Range,,,,,,
Honda City i VTEC V,2015,"₹ 7,75,000",66521,Petrol,Trustmark Dealer,Manual,First Owner,11,Mid Range,,,,,,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,"₹ 7,75,000",35000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,"₹ 7,75,000",70000,Diesel,Individual,Manual,Second Owner,13,Mid Range,,,,,,
Honda Amaze VX Diesel BSIV,2018,"₹ 7,80,000",32114,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Maruti Ciaz 1.4 Alpha,2017,"₹ 7,80,000",31063,Petrol,Trustmark Dealer,Manual,First Owner,9,Mid Range,,,,,,
Honda Amaze VX Diesel BSIV,2018,"₹ 7,80,000",25000,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Toyota Etios 1.4 VXD,2017,"₹ 7,80,000",70000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Creta 1.4 CRDi S,2016,"₹ 7,80,000",60000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai i20 1.4 Asta Option,2017,"₹ 7,80,000",50000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,"₹ 7,80,000",58000,Diesel,Dealer,Manual,Second Owner,12,Mid Range,,,,,,
Maruti Vitara Brezza VDi,2018,"₹ 7,80,000",50000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Scorpio VLX 2WD BSIV,2014,"₹ 7,82,000",58000,Diesel,Dealer,Manual,Second Owner,12,Mid Range,,,,,,
Ford Aspire Titanium Plus BSIV,2018,"₹ 7,82,000",14000,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Ford Freestyle Titanium Diesel,2020,"₹ 7,84,000",101,Diesel,Dealer,Manual,Test Drive Car,6,Mid Range,,,,,,
Mahindra TUV 300 T10 Dual Tone,2018,"₹ 7,84,000",40000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Ertiga SHVS VDI,2017,"₹ 7,85,000",24000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda City i DTEC VX,2015,"₹ 7,85,000",40000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Volkswagen Jetta 2.0L TDI Highline,2015,"₹ 7,90,000",52517,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Mahindra Bolero Power Plus SLX,2018,"₹ 7,90,000",40890,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Honda Amaze VX Diesel BSIV,2018,"₹ 7,90,000",49000,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Honda Jazz 1.5 VX i DTEC,2018,"₹ 7,90,000",19571,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Maruti S-Cross Alpha DDiS 200 SH,2016,"₹ 7,90,000",22000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Toyota Innova 2.5 VX 8 STR,2012,"₹ 7,90,000",82000,Diesel,Individual,Manual,First Owner,14,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,"₹ 7,90,000",40000,Diesel,Individual,Manual,Second Owner,8,Mid Range,,,,,,
Mercedes-Benz E-Class 280 CDI Elegance,2008,"₹ 7,95,000",98600,Diesel,Dealer,Automatic,First Owner,18,Mid Range,,,,,,
Mahindra Bolero Power Plus ZLX,2018,"₹ 7,95,000",35000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Verna CRDi 1.6 EX,2017,"₹ 7,99,000",31707,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Tata Nexon 1.5 Revotorq XZ,2019,"₹ 8,00,000",60000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Baleno Alpha 1.3,2017,"₹ 8,00,000",90000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Vitara Brezza VDi,2018,"₹ 8,00,000",35000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 VX 8 STR,2012,"₹ 8,00,000",108731,Diesel,Individual,Manual,First Owner,14,Mid Range,,,,,,
Hyundai Creta 1.4 E Plus,2018,"₹ 8,00,000",52000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Ford Fiesta 1.5 TDCi Ambiente,2014,"₹ 8,00,000",20000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Mahindra Bolero Power Plus SLX,2019,"₹ 8,00,000",15000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Swift Dzire VDI,2018,"₹ 8,00,000",25000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Vitara Brezza ZDi,2018,"₹ 8,00,000",50000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,"₹ 8,00,000",186000,Diesel,Individual,Manual,Third Owner,13,Mid Range,,,,,,
Maruti Ertiga BSIV VXI AT,2017,"₹ 8,00,000",30600,Petrol,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Honda Amaze VX i-VTEC,2018,"₹ 8,00,000",13500,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2018,"₹ 8,00,000",35000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Thar CRDe,2017,"₹ 8,00,000",26000,Diesel,Individual,Manual,Second Owner,9,Mid Range,,,,,,
Mahindra Scorpio S10 7 Seater,2014,"₹ 8,00,000",90000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Maruti Swift Dzire ZXI Plus,2017,"₹ 8,00,000",15000,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra XUV500 W8 4WD,2014,"₹ 8,00,000",156000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Mahindra Scorpio LX,2014,"₹ 8,00,000",15000,Diesel,Individual,Manual,First Owner,12,Mid Range,,,,,,
Renault Duster 110PS Diesel RxL,2015,"₹ 8,00,000",15000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Hyundai Verna VTVT 1.6 SX,2018,"₹ 8,00,000",40000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Santa Fe 4X4,2011,"₹ 8,00,000",220000,Diesel,Individual,Manual,First Owner,15,Mid Range,,,,,,
Tata Nexon 1.5 Revotorq XM,2019,"₹ 8,00,000",25000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Ciaz Sigma BSIV,2018,"₹ 8,00,000",20000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Baleno Alpha 1.3,2019,"₹ 8,00,000",30000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Hyundai Elite i20 Asta Option BSIV,2019,"₹ 8,00,000",11240,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Mahindra Bolero 2011-2019 SLX,2019,"₹ 8,00,000",24000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Swift Dzire ZDI,2015,"₹ 8,00,000",135000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Maruti Vitara Brezza ZDi Plus AMT,2018,"₹ 8,00,000",30000,Diesel,Individual,Automatic,Second Owner,8,Mid Range,,,,,,
Renault Duster 110PS Diesel RxZ,2017,"₹ 8,00,000",50000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Bolero B4,2017,"₹ 8,00,000",75000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,"₹ 8,00,000",10000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Ertiga SHVS VDI,2016,"₹ 8,00,000",70000,Diesel,Individual,Manual,Second Owner,10,Mid Range,,,,,,
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,"₹ 8,00,000",19000,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,"₹ 8,00,000",230000,Diesel,Individual,Manual,First Owner,15,Mid Range,,,,,,
Mahindra TUV 300 mHAWK100 T8,2017,"₹ 8,00,000",60000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti S-Cross Facelift,2017,"₹ 8,00,000",40000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Toyota Innova 2.5 V Diesel 8-seater,2012,"₹ 8,00,000",160000,Diesel,Dealer,Manual,First Owner,14,Mid Range,,,,,,
Toyota Innova 2.5 GX 7 STR,2012,"₹ 8,00,000",180000,Diesel,Individual,Manual,First Owner,14,Mid Range,,,,,,
Honda City i VTEC V,2015,"₹ 8,00,000",10000,Petrol,Individual,Manual,First Owner,11,Mid Range,,,,,,
Maruti Ertiga VXI Petrol,2018,"₹ 8,00,000",50000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda WR-V i-DTEC VX,2018,"₹ 8,00,000",35000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Ford Ecosport 1.5 DV5 MT Trend,2018,"₹ 8,00,000",37161,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Mahindra TUV 300 mHAWK100 T8,2017,"₹ 8,00,000",25000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Mahindra TUV 300 T6 Plus,2018,"₹ 8,00,000",20000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Ciaz ZXi,2015,"₹ 8,00,000",30000,Petrol,Individual,Manual,First Owner,11,Mid Range,,,,,,
Volkswagen Polo 1.0 TSI Highline Plus,2020,"₹ 8,02,000",5000,Petrol,Individual,Manual,First Owner,6,Mid Range,,,,,,
Maruti Swift Dzire ZXI Plus,2019,"₹ 8,10,000",15000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Ford Freestyle Titanium,2020,"₹ 8,11,999",1010,Petrol,Dealer,Manual,Test Drive Car,6,Mid Range,,,,,,
Hyundai Elite i20 Diesel Asta Option,2018,"₹ 8,15,000",42000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Elite i20 Diesel Asta Option,2019,"₹ 8,19,999",40000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Maruti Vitara Brezza ZDi Plus,2016,"₹ 8,19,999",85000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai i20 Active 1.4 SX,2018,"₹ 8,19,999",40000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,"₹ 8,19,999",120000,Diesel,Individual,Manual,Second Owner,16,Mid Range,,,,,,
Hyundai Creta 1.6 Gamma SX Plus,2015,"₹ 8,21,000",50000,Petrol,Individual,Manual,First Owner,11,Mid Range,,,,,,
Mahindra XUV500 W6 2WD,2015,"₹ 8,25,000",90000,Diesel,Individual,Manual,Third Owner,11,Mid Range,,,,,,
Toyota Corolla Altis D-4D J,2015,"₹ 8,25,000",75000,Diesel,Dealer,Manual,Second Owner,11,Mid Range,,,,,,
Maruti Baleno Alpha CVT,2018,"₹ 8,25,000",11212,Petrol,Trustmark Dealer,Automatic,First Owner,8,Mid Range,,,,,,
Renault Captur 1.5 Diesel RXT,2017,"₹ 8,25,000",13500,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,"₹ 8,25,000",35000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ertiga SHVS ZDI,2016,"₹ 8,25,000",58000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,"₹ 8,25,000",120000,Diesel,Individual,Manual,First Owner,15,Mid Range,,,,,,
Volkswagen Polo GTI,2017,"₹ 8,25,000",13599,Petrol,Dealer,Automatic,First Owner,9,Mid Range,,,,,,
Ford Aspire Titanium BSIV,2020,"₹ 8,28,999",1010,Petrol,Dealer,Manual,Test Drive Car,6,Mid Range,,,,,,
Tata Altroz XZ,2020,"₹ 8,30,000",10000,Petrol,Individual,Manual,First Owner,6,Mid Range,,,,,,
Hyundai i20 1.4 Asta Option,2018,"₹ 8,30,000",40000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda City Edge Edition Diesel SV,2018,"₹ 8,30,000",40000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Scorpio S2 9 Seater,2015,"₹ 8,30,000",70000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Maruti Baleno Alpha 1.3,2017,"₹ 8,35,000",14000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Ford Freestyle Titanium Plus Diesel BSIV,2018,"₹ 8,36,000",26000,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Honda Jazz 1.2 VX i VTEC,2018,"₹ 8,36,000",9700,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Honda BR-V i-VTEC VX MT,2017,"₹ 8,40,000",30646,Petrol,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi SX,2016,"₹ 8,40,000",70000,Diesel,Individual,Manual,Second Owner,10,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,"₹ 8,40,000",49213,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Trend BSIV,2018,"₹ 8,41,000",1000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda Amaze V Diesel BSIV,2018,"₹ 8,44,999",20000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Nissan Terrano XL P,2017,"₹ 8,44,999",30000,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Volkswagen Polo GTI,2017,"₹ 8,50,000",20000,Petrol,Dealer,Automatic,Second Owner,9,Mid Range,,,,,,
Maruti Vitara Brezza ZDi Plus,2018,"₹ 8,50,000",10000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Verna 1.6 CRDI SX Option,2016,"₹ 8,50,000",75000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Mahindra XUV500 W6 2WD,2013,"₹ 8,50,000",85710,Diesel,Dealer,Manual,First Owner,13,Mid Range,,,,,,
Mercedes-Benz E-Class E 200 CGI Elegance,2010,"₹ 8,50,000",119000,Petrol,Dealer,Automatic,First Owner,16,Mid Range,,,,,,
Mahindra Xylo H4 ABS,2016,"₹ 8,50,000",40000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi SX,2015,"₹ 8,50,000",58692,Diesel,Trustmark Dealer,Manual,First Owner,11,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2012,"₹ 8,50,000",212814,Diesel,Dealer,Manual,First Owner,14,Mid Range,,,,,,
Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,2017,"₹ 8,50,000",44500,Petrol,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,"₹ 8,50,000",50000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Mahindra TUV 300 Plus P4,2018,"₹ 8,50,000",30000,Diesel,Individual,Manual,Second Owner,8,Mid Range,,,,,,
Maruti S-Cross Zeta DDiS 200 SH,2018,"₹ 8,50,000",50000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Creta 1.6 E Plus,2018,"₹ 8,50,000",12500,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,"₹ 8,50,000",19000,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Volkswagen Jetta 2.0L TDI Comfortline,2014,"₹ 8,50,000",52000,Diesel,Dealer,Manual,Second Owner,12,Mid Range,,,,,,
Mahindra XUV500 W6 2WD,2015,"₹ 8,50,000",55000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Toyota Yaris G,2018,"₹ 8,50,000",19107,Petrol,Trustmark Dealer,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi SX Plus,2015,"₹ 8,50,000",84000,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Hyundai Creta 1.6 VTVT S,2015,"₹ 8,50,000",25000,Petrol,Individual,Manual,First Owner,11,Mid Range,,,,,,
Honda City VX CVT,2015,"₹ 8,50,000",58000,Petrol,Dealer,Automatic,First Owner,11,Mid Range,,,,,,
Audi A6 2.7 TDI,2010,"₹ 8,50,000",46000,Diesel,Individual,Automatic,First Owner,16,Mid Range,,,,,,
Maruti Ciaz S 1.3,2018,"₹ 8,50,000",30000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,"₹ 8,51,000",53652,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Ford Freestyle Titanium Plus,2020,"₹ 8,52,000",1010,Petrol,Dealer,Manual,Test Drive Car,6,Mid Range,,,,,,
Hyundai Verna 1.6 CRDI SX Option,2018,"₹ 8,60,000",30000,Diesel,Dealer,Manual,Second Owner,8,Mid Range,,,,,,
Mahindra Bolero Power Plus SLX,2019,"₹ 8,60,000",35000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Skoda Rapid 1.5 TDI AT Style BSIV,2017,"₹ 8,60,000",82080,Diesel,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Ford Aspire Titanium Plus Diesel BSIV,2018,"₹ 8,61,999",20000,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi SX Option,2016,"₹ 8,65,000",90000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Tata Safari Storme VX Varicor 400,2016,"₹ 8,69,999",80000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Ciaz 1.4 AT Zeta,2019,"₹ 8,69,999",15000,Petrol,Dealer,Automatic,First Owner,7,Mid Range,,,,,,
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,"₹ 8,75,000",10000,Petrol,Individual,Automatic,First Owner,8,Mid Range,,,,,,
Honda WR-V i-VTEC VX,2018,"₹ 8,75,000",1440,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Vitara Brezza ZDi Plus,2017,"₹ 8,75,000",40000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi AT SX Plus,2016,"₹ 8,75,000",74000,Diesel,Individual,Automatic,First Owner,10,Mid Range,,,,,,
Maruti Ertiga SHVS ZDI,2017,"₹ 8,80,000",64000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Mahindra Scorpio S6 Plus 7 Seater,2015,"₹ 8,90,000",52000,Diesel,Dealer,Manual,First Owner,11,Mid Range,,,,,,
Fiat Linea T Jet Emotion,2018,"₹ 8,90,000",1136,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Honda City 1.5 V MT,2018,"₹ 8,90,000",8000,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
BMW X1 sDrive20d,2011,"₹ 8,90,000",86000,Diesel,Individual,Automatic,Second Owner,15,Mid Range,,,,,,
Maruti Ertiga SHVS VDI,2017,"₹ 8,90,000",60000,Diesel,Individual,Manual,Second Owner,9,Mid Range,,,,,,
Maruti Vitara Brezza ZDi,2019,"₹ 8,90,000",20000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,"₹ 8,90,000",40219,Diesel,Dealer,Automatic,First Owner,9,Mid Range,,,,,,
Ford Figo Aspire Titanium Plus Diesel,2019,"₹ 8,94,999",13000,Diesel,Dealer,Manual,Test Drive Car,7,Mid Range,,,,,,
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,"₹ 8,94,999",173000,Diesel,Individual,Manual,Third Owner,12,Mid Range,,,,,,
Honda WR-V i-DTEC V,2019,"₹ 9,00,000",60000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Skoda Octavia Elegance 2.0 TDI AT,2013,"₹ 9,00,000",49000,Diesel,Dealer,Automatic,Second Owner,13,Mid Range,,,,,,
Mahindra XUV500 W6 2WD,2016,"₹ 9,00,000",47000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Mahindra Bolero Power Plus SLX,2018,"₹ 9,00,000",25000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Toyota Corolla Altis G AT,2016,"₹ 9,00,000",50000,Petrol,Individual,Automatic,First Owner,10,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2013,"₹ 9,00,000",85036,Diesel,Dealer,Manual,Second Owner,13,Mid Range,,,,,,
Mahindra Scorpio 1.99 S6 Plus,2016,"₹ 9,00,000",35000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Maruti Alto 800 LXI,2013,"₹ 9,00,000",60000,Petrol,Individual,Manual,Second Owner,13,Mid Range,,,,,,
Hyundai Creta 1.6 VTVT S,2017,"₹ 9,00,000",14700,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Hyundai Verna CRDi 1.6 EX,2018,"₹ 9,00,000",25000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Hyundai Verna CRDi 1.6 SX,2017,"₹ 9,00,000",50000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Honda BR-V i-VTEC S MT,2018,"₹ 9,00,000",5000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra Marazzo M2 8Str,2019,"₹ 9,00,000",20000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Ford Endeavour 3.0L 4X4 AT,2013,"₹ 9,00,000",98000,Diesel,Dealer,Automatic,First Owner,13,Mid Range,,,,,,
Mahindra Thar CRDe ABS,2019,"₹ 9,00,000",15000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Mercedes-Benz E-Class 280 CDI,2007,"₹ 9,00,000",76731,Diesel,Dealer,Automatic,First Owner,19,Mid Range,,,,,,
Hyundai Verna CRDi 1.6 EX,2018,"₹ 9,00,000",24000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Mahindra XUV500 W8 2WD,2015,"₹ 9,00,000",110000,Diesel,Individual,Manual,Second Owner,11,Mid Range,,,,,,
Mahindra XUV500 W8 4WD,2013,"₹ 9,00,000",63654,Diesel,Dealer,Manual,First Owner,13,Mid Range,,,,,,
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,"₹ 9,00,000",15000,Petrol,Individual,Automatic,First Owner,9,Mid Range,,,,,,
Hyundai Creta 1.4 CRDi Base,2016,"₹ 9,00,000",80000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi SX,2015,"₹ 9,00,000",54784,Diesel,Trustmark Dealer,Manual,First Owner,11,Mid Range,,,,,,
Honda BR-V i-DTEC VX MT,2016,"₹ 9,10,000",43377,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Honda City i VTEC VX,2017,"₹ 9,19,999",41000,Petrol,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2016,"₹ 9,19,999",75000,Diesel,Dealer,Manual,First Owner,10,Mid Range,,,,,,
Maruti Ciaz 1.4 Alpha,2018,"₹ 9,25,000",22000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Maruti Ciaz 1.4 Alpha,2018,"₹ 9,25,000",20000,Petrol,Individual,Manual,First Owner,8,Mid Range,,,,,,
Tata Nexon 1.5 Revotorq XZ,2017,"₹ 9,25,000",26766,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ciaz Zeta BSIV,2019,"₹ 9,25,000",11000,Petrol,Individual,Manual,First Owner,7,Mid Range,,,,,,
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,"₹ 9,25,000",50699,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,"₹ 9,25,000",75000,Diesel,Individual,Manual,First Owner,13,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Titanium BSIV,2017,"₹ 9,25,000",35000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Maruti Ertiga VDI,2019,"₹ 9,25,000",50000,Diesel,Individual,Manual,First Owner,7,Mid Range,,,,,,
Hyundai Creta 1.6 CRDi SX,2016,"₹ 9,27,999",90000,Diesel,Individual,Manual,First Owner,10,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,"₹ 9,30,000",12000,Diesel,Individual,Manual,First Owner,9,Mid Range,,,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,"₹ 9,30,000",20000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Honda City V MT,2018,"₹ 9,30,000",14500,Petrol,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Volkswagen Jetta 1.4 TSI Comfortline,2017,"₹ 9,36,999",60800,Petrol,Individual,Manual,First Owner,9,Mid Range,,,,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,"₹ 9,40,000",128000,Diesel,Individual,Manual,First Owner,11,Mid Range,,,,,,
Maruti Vitara Brezza ZDi Plus,2018,"₹ 9,40,000",20000,Diesel,Individual,Manual,First Owner,8,Mid Range,,,,,,
Volkswagen Jetta 1.9 TDI Trendline,2009,"₹ 9,40,000",140000,Diesel,Individual,Manual,First Owner,17,Mid Range,,,,,,
Maruti Ertiga SHVS ZDI Plus,2017,"₹ 9,40,000",35000,Diesel,Dealer,Manual,First Owner,9,Mid Range,,,,,,
Skoda Rapid 1.5 TDI Ambition BSIV,2018,"₹ 9,40,000",2650,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,"₹ 9,50,000",27620,Diesel,Dealer,Manual,First Owner,8,Mid Range,,,,,,
